user,variable1,variable2
cranesurgeon,115.406,-20.798
actuallyfoot,116.009,-29.211
dweebspices,114.128,-21.933
figsql,123.68,-17.39
parallelconcerned,148.1222,-30.0318
completionskylark,130.619722,-11.769167
smackswallow,146.141944,-17.939722
showerspain,145.454444,-14.673056
wonderfulscullian,142.065278,-37.648889
freelysociable,127.669722,-18.233889
apronextension,125.591,-18.178
meggingswine,120.208056,-33.797222
poundingfrustum,111.485833,-66.689444
tendonwench,-111.72222222,40.21805555
amuckpoints,-106.8663056,40.51625
looroasting,-112.5077147,39.3806386
alloweruptions,-112.0989444,38.7364361
copalinstruct,-110.75278,39.609722
canalhateful,-106.2694153,35.8798019
meatsoffbeat,-116.3209722,33.2590278
smackswallow,-114.3582778,34.5711111
cranniescigarette,-110.7225278,35.0219167
copalinstruct,-109.5064544,31.3426028
amuckpoints,173.266667,2.050278
barnevidence,173.828611,0.490833
duexslt,173.636389,0.185278
upbeatodd,173.410556,0.228611
wordsundress,179.816667,-2.633333
babyambitious,175.983333,-2.5
horsesmultiply,176.007222,-1.254722
specifiedinnovative,176.45,-1.35
heaterinert,172.811465,3.086521
binomialapathetic,173,3.383333
binomialapathetic,173,0.933333
frequencywould,174.366667,-0.616667
bonelliseal,174.8,-1.35
bracesworkable,141.092333,-7.240833
starbucksbluetail,171.483333,7.016667
poundingfrustum,171.916667,7.133333
gravelscientific,168.753056,4.598889
smackswallow,167.333333,9.083333
snaildossier,166.265556,8.921667
paddlevacuole,171.233333,7.1
organicmajor,171.984444,6.040278
peacefulceaseless,175.700278,-36.835833
raggedshrink,172.8,-40.85
cartridgesbummage,134.232778,6.998333
unguardedgiant,134.145,6.906389
behaviourverbena,-172.627778,-13.505
bashrower,160.949722,-9.183056
fizzlehelp,161.979167,-9.854722
binomialapathetic,156.396111,-6.711944
cheapersyllable,162.454167,-10.848056
batchquickest,159.218889,-9.086111
specifiedinnovative,158,-8.63
poohvireo,-81.7834,27.9434
carrionscream,41.0204,57.7961
completionskylark,43.1,57.316667
chichazard,111.849,52.752919
troubledseptum,107.018852,52.500967
figsql,109.812,55.365
tubingwheatear,-169.423611,-14.216111
frequencywould,-169.67,-14.184444
submittedwavelength,-121.49133,37.41362
producecoven,-120.0222,37.3039
cartridgesbummage,126.711567,33.399561
earmarinated,18.122667,-19.602167
burritoscarriage,19.719439,-17.956461
tyrespan,131.5333,33.3
fattyoddball,151.911389,-23.441667
coatprecious,152.715278,-24.113333
burntrifle,146.5,-18.634
applyingbaker,-0.176111,51.515833
poohvireo,-4.46753,50.44708
shrillbanjos,-3.96395,48.721816
specifiedinnovative,-37.618333,65.612222
chiselleddessicants,-131.601389,55.778889
applyingbaker,-135.046692,59.715517
mtvgrosbeak,-134.698088,60.17463
handywrist,-116.1596667,33.626666
nursingrash,-118.4513056,34.0158333
rappelarias,-116.2748133,33.7484375
crepegrape,-111.9105278,33.6228889
submittedwavelength,-122.9025447,46.9694044
pipeathlete,-121.8569444,38.5793889
swankythough,-107.7269444,39.5263056
epsiloncloning,-106.8235264,41.4448594
unicyclistamiable,-84.3019722,33.8756111
hypergalaxyfibula,-86.6166805,39.1460208
flinkjordan,-80.221294,27.1816996
ashamedmuscles,-74.4148747,40.79935
translatecyclist,-122.2806944,38.2131944
completionskylark,-116.9801611,32.5722722
latticelaboratory,8.866834,47.204805
eontop,-80.692,26.789
translatecyclist,-82.262364,27.42439
meggingswine,-80.413591,26.471041
peacefulceaseless,42.15000001,57.45000001
carrionscream,43.29750001,57.479444454444
microwavejar,-4.25033,55.8652
fattyoddball,-0.144643,51.494999
binomialapathetic,-72.5667,-13.1167
gaudyfea,-85.7973,30.3417
deficientclunking,-117.2348722,34.0953521
nursingrash,-38.9924,-13.2965
worldlyventuri,-37.3643,-5.20192
planktonuses,-36.0135,-8.28239
unicyclistamiable,166.636444,19.282067
microwavejar,-43.4603,-22.7453
geologybeeping,2.355323,48.880931
frequencywould,2.318611,48.84
impetuousfurbelows,0.723347,47.385626
loindecorate,-58.367841,-34.5978
moderatohorn,-56.213781,-34.90278
allocatesposts,-57.843427,-34.4741
europiumcentury,-56.166589,-34.893891
allocatesposts,-122.249444,37.511944
fattyoddball,7.15833,47.18611
cranesurgeon,16.266,54.041
rubbishbladder,23.09092,-19.531109
behaveterminal,103.619673,30.998584
meggingswine,102.908775,33.058044
meggingswine,5.52722,52.4603
analbar,-77.8919,35.8563
tubingwheatear,-148.7215775,60.7772125
bracesworkable,-151.0382389,60.4749583
pipetsrockers,-116.9724444,32.8262222
parallelconcerned,-118.588489,33.022744
troubledseptum,-78.3657,-0.5425
risottospell,-0.125,51.53
cuboidpass,4.9,52.378333
specifiedinnovative,-13.289722,8.490278
gammagot,25.828167,-17.911443
ashamedmuscles,108.952,11.6335
shrillbanjos,104.033,21.217
ashamedmuscles,-120.1395628,39.3200422
wonderfulscullian,6.733333,43.416667
gammagot,144.333,-38.225
binomialapathetic,-83.072397,42.368097
bracesworkable,-119.29222,34.27833
flickcanapes,13.36963,52.52493
europiumcentury,4.90074,52.7873
canalhateful,-83.80325,31.0849167
fundingticket,44.215,65.878333
hoursethanoate,40.421667,64.441667
souffleutility,-84.5970556,34.0131569
bracesworkable,-75.064444,42.524722
tubingwheatear,16.114275,48.318961
belchedsodding,-14.393664,-7.969597
tubingwheatear,-112.7200133,44.7357483
pleasinghoop,-110.4483056,45.6993889
snowdonevasive,11.1111,11.1111
looroasting,14.508584,35.889867
neighborlyrook,-109.9811111,45.8063889
cheapersyllable,-86.1078333,42.7427778
upbeatodd,-0.177833,51.47
decanterbalance,12.3881,45.4283
bracesworkable,24.7532,59.4486
burntrifle,24.9244,60.1478
duexslt,8.39472,49.1417
worldlyventuri,-110.201,37.0167
burntrifle,5.14694,52.1919
moderatohorn,-74.0071,40.7545
snaildossier,4.83361,53.1153
snaildossier,1.8667,42.3864
farrowcetti,-82.0185556,27.9889167
eontop,35.888695,14.507392
ashamedmuscles,14.298359,36.0245
showerspain,100.607,13.9126
cowardlyabout,55.023624,24.988951
burritoscarriage,73.080288,5.113033
duexslt,37.76833,51.33
duexslt,8.486305,44.309654
unicyclistamiable,2.178447,41.358901
alloweruptions,-7.611337,33.604737
smackswallow,-13.527528,28.967298
swankythough,-16.242471,28.470068
globeshameful,-16.911478,32.641868
driftmvc,-4.41395,36.702989
swankythough,-25.662539,37.738409
geologybeeping,-8.728799,42.241537
cowardlyabout,-80.115373,26.0882
dampedbrioche,-1.413975,50.900976
meatsoffbeat,-80.177279,25.779701
dotwazzack,-77.341207,25.081158
flinkjordan,-9.122483,38.712606
belchedsodding,-6.290649,36.534821
poundingfrustum,5.333025,43.343969
frequencywould,-118.276856,33.747198
organicmajor,-155.998328,19.635393
poohvireo,-159.355981,21.954549
coatprecious,-155.054094,19.730967
gammagot,-157.865671,21.301185
copalinstruct,-156.683235,20.876456
buoyancycowardice,-116.624186,31.855945
barnevidence,-123.942502,49.163978
wisefumbling,-123.370618,48.428339
trapdoormongrel,-123.111463,49.289012
hoovessquares,-122.350026,47.611241
microwavejar,86.712661,27.811187
stunassured,-73.778924,40.639751
peacefulceaseless,92.54265,56.179
alloweruptions,-117.1284732,33.5741791
poundingfrustum,-149.890852,61.221749
buoyancycowardice,-149.439983,60.121586
casesslippery,8.6383,39.895
deficientclunking,-0.774,51.501
canalhateful,76.6497,12.3072
peacefulceaseless,-82.8694868,41.5162703
snaildossier,-84.2248611,39.5889722
dialgraft,-84.8427175,39.7561006
lasttaiga,-83.6686111,41.0120278
spiritedjump,-79.06361,43.108802
neckedjre,139.5357,69.293
cartridgesbummage,-79.850833,43.4425
badgefields,-58.591204,6.343791
analbar,137.933,-34.75
coatprecious,177.066944,-17.638056
geologybeeping,10.6294,47.885
chiselleddessicants,11.555,48.1408
bashrower,11.081944,49.446
bluetailgodwottery,10.623,47.824
quadratcranky,10.886,48.3655
completionskylark,10.634,47.851
opticsdiameter,10.715,48.0411
privacyhaunt,10.6866,47.585
fattyoddball,10.311,47.724
crepegrape,144.44,-5.8
cartridgesbummage,144,-4
micaassistant,142.51,-4.15
strungebay,23.14944,-19.52666
dotwazzack,15.815278,-24.489444
tendonwench,10.627,47.78
submittedwavelength,10.623,47.777
horsesmultiply,7.0138,51.451389
cartridgesbummage,7.2222,51.478506
gruntdrive,6.958056,50.9425
paddlevacuole,8.469858,49.471
cheapersyllable,-0.808056,51.611667
dialgraft,-1.109444,50.677778
badgefields,-64.6517,45.0519
instantthwack,14.4217,52.9394
mincegaiters,10.601,47.75
cartridgesbummage,-103.7860053,44.4811407
organicmajor,3.29306,51.3222
barnevidence,153.072778,-27.206944
sociablelemma,18.5172,54.5797
emeraldclippers,19.134167,54.026944
fizzlehelp,19.179058,51.551667
disjointtoday,16.082814,53.395072
bismuthcolloquial,16.966428,52.331719
submittedwavelength,-89.783333,34.876944
gruntdrive,-71.478583,-32.949611
xslhopeful,100.60611,13.91111
epsiloncloning,-79.875,43.7603
poohvireo,32.088611,41.506111
burntrifle,-105.11722222,39.90888888
unguardedgiant,-101.2987,48.2361
deficientclunking,-109.67836,48.55457
neckedjre,-120.9664,45.6576
shrillbanjos,-123.003,44.9095
decanterbalance,-90.3467,34.681
troubledseptum,70.8381,40.0427
impetuousfurbelows,73.554894,4.2868
nursingrash,30.663,-8.525
europiumcentury,9.688,47.5489
fundingticket,-67.6263,-54.9311
tubingwheatear,5.708611,51.656389
expecteffective,6.51611,52.7308
clucklinnet,6.04667,52.2447
wonderfulscullian,3.73111,51.5122
submittedwavelength,5.67722,53.4517
singesculptor,2.073332,48.810278
neighborlyrook,-88.0344167,43.1103889
sectionssqueaky,-89.0415556,42.62025
allegatorwafers,28.271,-29.5461
cleaningburnt,-0.24833,51.765
chichazard,115.859,-31.952
pipeathlete,-79.38416,43.655996
bunchmeats,-73.561427593,45.51527887
tyrespan,-97.0942778,32.6638611
micaassistant,-83.9623772,33.9780761
spiritedjump,-86.4196667,36.9645278
moderatohorn,-95.9846389,36.0396111
advisorlanguage,-122.29134,37.8405149
heomicron,-119.008393,35.372159
allegatorwafers,37.7779,44.4016
backedammeter,55.36611,25.02694
bluetailgodwottery,32.29,48.54
applyingbaker,12.4944,51.5778
tendonwench,28.0833,30.15
crepegrape,-112.145806,37.706444
axlevirtue,8.6525,49.393333
twitequiver,-79.4748892,36.0485433
microwavejar,38.061667,55.878333
gravelscientific,98.483591,24.938651
synonympatisserie,33.57567,44.691431
submittedwavelength,13.503333,52.366667
pipetsrockers,-77.3239,25.0872
emeraldclippers,38.158644,-7.70515
driftmvc,5.85572,51.5173
heomicron,64.195278,31.865556
impetuousfurbelows,-94.8903056,38.8309167
globeshameful,-76.069,38.8041667
applyingbaker,11.068,60.8181
behaveterminal,10.0611,61.5472
rubbishbladder,11.6731,60.88
hypergalaxyfibula,-118.6564714,48.7182058
synonympatisserie,-121.3411,39.0553
risottospell,7.58977,47.547531
synonympatisserie,18.081,59.3233
epsiloncloning,12.6912,56.0419
expecteffective,145.2378,-38.4468
barnevidence,-97.9598611,34.4713056
decanterbalance,-73.9906,40.75616
fundingticket,73.037308,3.207801
carrionscream,24.969167,60.163056
handywrist,-109.5754222,36.1108806
wordsundress,-99.748962,29.215429
paddlevacuole,-88.083003,41.606326
mtvgrosbeak,-88.200197,40.144979
turnoverlovesick,-122.0568889,37.9896667
agenascientists,-80.274775,25.325393
lickerbond,-105.000093,39.753187
stylishmugs,-1.1111,-1.1111
neckedjre,7.7778,48.5548
rubbishbladder,7.591667,50
xslhopeful,97.125,32.825
horsesmultiply,-78.236111,9.303333
cheapersyllable,-77.933611,9.137778
babyambitious,-77.984167,9.186667
cuboidpass,119.1478,33.7772
poundingfrustum,15.76941,46.70778
advisorlanguage,16.32449,47.05932
expecteffective,-78.971111,9.559167
cranniescigarette,-78.895,43.9228
cleaningburnt,7.16333,51.6472
eminentallergy,15.752,62.03
blythpulse,7.82772,48.3693
lasttaiga,95.117,22.233
risottospell,-82.2292554,39.2118928
analbar,-83.8401667,39.8402778
flinkjordan,72.4814,3.295
souffleutility,-4.96556,34.0081
xslhopeful,-69.975,18.475
evaporatingplug,132.532,-12.9033
deficientclunking,132.893,-12.6571
opticsdiameter,-176.220556,-44.300278
realtorcaustic,12.863573,48.780147
bunchmeats,13.016667,48.7
opticsdiameter,13.450833,48.574167
pipeathlete,12.0819,49.1419
allegatorwafers,12.1111,49.022
sortinterior,11.081944,49.04
wonderfulscullian,55.4611,-31.1127
crepegrape,-80.1703,25.7783
colonclipper,-13.1291,8.39713
bluetailgodwottery,-95.622482,39.068657
pipeathlete,34.221232,-2.157488
tubingwheatear,-96.1912,38.3321
horsesmultiply,-99.823947,29.229405
chichazard,-86.506925,37.609778
swankythough,-86.5201,36.009
chiselleddessicants,-85.8981,35.2051
instantthwack,80.052778,32.10027
parallelconcerned,11.418333,51.855833
fizzclimbing,9.95555,49.7999
phobosstaccato,-96.5905278,33.1779444
compareas,-87.9015376,42.1142897
ellipticalfabricator,35.110803,-1.409595
raggedshrink,-122.898389,46.118
singesculptor,14.3841,49.4427
farrowcetti,-82.497,41.3521
lasttaiga,-7.517,11.45
apronextension,-107.3233,39.548
turnoverlovesick,-108.5705,39.0646
souffleutility,-119.8116,39.5287
replacedbevy,-121.500517,38.584791
sortinterior,-138.57,-20.7897
dotwazzack,166.6683333,-77.8477778
lickerbond,35.259036,-1.586418
fundingticket,35.110788,-1.409569
somethingalbedo,35.110788,-1.409569
rigelpaunchy,35.022719,-1.264132
dotwazzack,129.075556,35.179444
shrillbanjos,129.075556,35.179444
clucklinnet,2.782778,48.869722
upbeatodd,-122.4838,48.0314
deficientclunking,-122.4581183,48.9558961
belchedsodding,-122.8106436,48.0538086
cranesurgeon,1,1
duexslt,1,1
ellipticalfabricator,1,1
hoursethanoate,1,1
instantthwack,-77.5333,8.68333
privacyhaunt,36.402761,45.372869
craytugofwar,98.530278,8.936667
snaildossier,98.530278,8.936667
expecteffective,-71.0558,42.35
emeraldclippers,-5.602764,36.070781
peacefulceaseless,-75.6517,45.4164
cartridgesbummage,-77.3747,44.1793
listenerabandoned,-113.5307,53.5789
poohvireo,-77.42945,37.5343
wordsundress,101.686,3.134
unbalancedprotoplanet,-94.17425,58.76775
spiritedjump,-97.1342,49.8889
globeshameful,-76.53715,44.2572
chiselleddessicants,39.5714,-4.29694
gaudyfea,149.044966,-20.28866
gaudyfea,-83.792118,39.42792
cranniescigarette,-111.218388,32.409556
phobosstaccato,-111.766832,32.954889
allocatesposts,-112.269166,33.111944
croutonwrack,-112.68618,33.420417
privacyhaunt,-112.673636,32.960169
bismuthcolloquial,-84.56177,35.39919
opticsdiameter,-103.2648454,40.6153136
heaterinert,-107.19994,41.8055975
popmatrices,-123.08333,55.29944
analbar,21.380556,29.142222
producecoven,21.380556,29.142222
emeraldclippers,-74.2813611,40.8752222
somethingalbedo,-92.5494875,38.096035
planktonuses,43.1003,57.3106
stunassured,-116.8560278,34.2637778
poundingfrustum,30.1808,50.1403
gaudyfea,-118.234167,34.056111
rappelarias,10.9,49.911
twitequiver,11.422,48.7777
globeshameful,-83.8811285,30.9017921
dronessomersault,-115.134444,35.972778
quadratcranky,30.191944,50.603611
ellipticalfabricator,120.307481,22.687389
dweebspices,121.517222,25.047778
producecoven,129.124,37.489
hoursethanoate,133.264,35.539
tubingwheatear,-83.488545,31.4289814
copalinstruct,12.035,48.5133333333333
heaterinert,9.57861,53.9944
microwavejar,-81.097559,32.08558
deficientclunking,-79.92364,32.781081
xslhopeful,-73.999107,40.767681
organicmajor,-64.830626,32.327037
rubbishbladder,139.753218,35.672498
allocatesposts,135.500093,34.738932
raggedshrink,132.475978195923,34.3973853173792
poundingfrustum,8.66276050515751,50.1070257990375
flinkjordan,4.91781401731873,52.3466365904832
earmarinated,14.4394929551697,50.0909636578274
burritoscarriage,16.3815008466187,48.1866480486625
amuckpoints,14.4350297593689,50.0826892098189
microwavejar,16.3374911611023,48.1965754250116
agenascientists,12.3199978080597,45.4417738709625
smackswallow,11.2480175237426,43.7766651171349
decanterbalance,12.5020006853333,41.9004811137748
translatecyclist,-0.12630037301642,51.532519492138
frequencywould,23.38271,-19.4687
nursingrash,17.837624,-27.659288
heaterinert,15.891713,-24.802812
heaterinert,31.353929,-24.782766
casesslippery,21.124183,51.231978
meggingswine,112.457,33.4117
lickerbond,-114.374,51.1031
moderatohorn,-116.982,51.2992
grabbig,-118.183,50.9667
grabbig,-73.4134,40.7288
epsiloncloning,11.4467,51.3806
gruntdrive,11.8,49.43
upbeatodd,10.182,52.3237
deficientclunking,-71.2164,-34.9667
metaiota,10.2289,52.4025
geologybeeping,-122.3299,47.5985
cowardlyabout,37.355619,54.142208
hypergalaxyfibula,-99.1775,29.3591
turnoverlovesick,105.1544,37.5728
swankythough,-87.924722,42.940556
risottospell,-89.6515,39.8023
turnoverlovesick,-90.2056,38.6241
figsql,-119.0335,34.2164
fizzclimbing,-122.3388,47.6005
elatedunicorn,-122.625,47.5619
gravelscientific,-148.91129,63.732757
starbucksbluetail,-149.9653918,61.1866382
behaviourverbena,-150.643611,66.814167
submittedwavelength,23.7875,-19.149166
showerspain,14.1369,51.5756
globeshameful,120.654,24.1863
ceilinjuries,-73.7103,42.2913
casesslippery,41.9739,54.3539
barnevidence,114.152153,22.289372
pipetsrockers,114.152153,22.289372
wisefumbling,113.57404,22.1633
farrowcetti,113.57404,22.1633
upbeatodd,-80.6463,40.175
dotwazzack,-83.2709036,31.6839046
gruntdrive,-83.5805833,30.0692778
behaveterminal,-84.1547353,30.8879767
loindecorate,-123.0986,49.2739
advisorlanguage,42.75424,43.06848
metaiota,36.1814,41.1641
deficientclunking,97.85,15.25
decanterbalance,-80.096214,-26.293864
shrillbanjos,-76.536943,44.256944
chichazard,-73.74111,45.448611
europiumcentury,-75.7039,44.6003
unicyclistamiable,-75.693343,44.5919
fixnumquicklime,53.9597,22.5147
europiumcentury,55.103174,24.55056
unguardedgiant,-97.0436944,28.0862222
peacefulceaseless,129.9,-4.53333
somethingalbedo,6.65222,45.8208
heaterinert,6.58056,45.4069
sociablelemma,-2.0166,52.55
fizzclimbing,106.96,23.72
grabbig,15.9119,-19.1492
quadratcranky,17.0594,-18.8128
stunassured,9.34861,53.1283
frequencywould,7.37361,51.1242
ledgeindeed,7.96972,52.2864
fixnumquicklime,11.2297,51.7458
bismuthcolloquial,10.0356,53.915
tubingwheatear,8.50556,53.0361
troubledseptum,9.1625,52.7097
fattyoddball,8.18556,52.4875
maintainwiggly,7.288,51.78
cheapersyllable,10.6347,51.2678
duexslt,9.60556,52.7611
belchedsodding,11.0247,54.2444
dweebspices,8.84057,54.9297
historypant,10.1114,52.6872
gammagot,10.465,52.9839
quadratcranky,7.81611,51.6897
unbalancedprotoplanet,12.6647,52.1411
spiritedjump,8.85917,52.2208
neckedjre,8.64167,51.4025
showerspain,9.29167,51.9667
somethingalbedo,8.64361,53.7672
allocatesposts,11.9528,51.7211
popmatrices,9.14472,53.9781
sociablelemma,10.4267,52.1544
colonclipper,9.02833,53.3328
decanterbalance,8.31361,53.0689
ashamedmuscles,9.05333,52.1753
lymphomamellow,7.77389,51.9444
heaterinert,8.68694,54.3089
duexslt,11.1444,53.0161
neighborlyrook,12.0733,52.7094
turnoverlovesick,11.8561,52.2417
expecteffective,-83.7739167,31.9888333
feverspolystyrene,-81.06497,29.1804
quadratcranky,7.13639,50.5578
peacefulceaseless,8.19639,49.4731
frequencywould,-122.401253,45.54937
lymphomamellow,-122.949825,45.540394
rigelpaunchy,-73.9996,40.7126
compareas,7.00556,51.0153
rigelpaunchy,-83.0246944,30.300125
tubingwheatear,6.784444,50.451667
swankythough,69.952,33.3334
poundingfrustum,53.4275,46.303056
nursingrash,53.4275,46.303056
micaassistant,96.121,19.374
wisefumbling,25.8468,-17.8846
handywrist,-121.2002222,44.0945556
flinkjordan,-120.6660967,43.2365314
cranniescigarette,-118.95554444,43.5919167
impetuousfurbelows,-120.9038328,44.2869939
dronessomersault,-122.2523056,40.1506944
expecteffective,-122.5561,38.1436111
impetuousfurbelows,-120.3990833,42.1611111
swankythough,-123.8143839,45.4182419
badgefields,-117.0130278,44.0193611
upbeatodd,-121.1673333,45.6185556
disjointtoday,-77.09576,39.1006
swankythough,-84.537074,39.109961
europiumcentury,68.8369847,33.12777215
privacyhaunt,68.8369847,33.1277215
sociablelemma,-77.251701,45.864399
gaudyfea,17.4357,-19.1542
smackswallow,-111.182999,50.2666701
planktonuses,-111.100998,52.830601
souffleutility,-111.100998,52.830601
twitequiver,-49.091696,-26.834239
figsql,24.3157,46.3201
replacedbevy,24.053,45.4649
translatecyclist,24.053,45.4649
meggingswine,37.649167,54.786667
allegatorwafers,24.4445,46.436
clucklinnet,21.111967,45.471009
privacyhaunt,39.2428,-3.0764
duexslt,39.2428,-3.0764
planktonuses,-81.62233,41.50225
unguardedgiant,-85.2753333,45.3047778
souffleutility,-84.557425,30.5978708
cartridgesbummage,7.604167,49.857778
cuboidpass,-7.6459,62.1021
phobosstaccato,18.425896,-33.901161
carrionscream,18.424067,-34.070582
upbeatodd,18.424067,-34.070582
worldlyventuri,-123.159722,48.608056
belchedsodding,-122.80243,48.56025
axlevirtue,-122.868056,48.645556
craytugofwar,-122.952778,48.617778
gravelscientific,-123.009722,48.537222
agenascientists,-125.133333,50.4
earmarinated,-116.515,36.273
binomialapathetic,-74.567778,45.092778
ellipticalfabricator,4.339,51.3317
ceilinjuries,7.412572,46.497442
loindecorate,-43.1730575562,-21.5130558014
souffleutility,25.3137,45.4153
ischemicfrosted,-81.1212,29.2821
specifiedinnovative,22.5813,45.5153
carrionscream,23.4258,46.4643
heaterinert,90,-66
guavaconfide,90,-66
cuboidpass,-72.614,44.535
duexslt,-96.868333,32.680833
ceilinjuries,9.0411,45.4853
alloweruptions,9.111979,45.283855
radicandoceanic,-85.520278,45.721111
disjointtoday,63.2144,45.6183
musicalchampagne,37.6176,55.7557
gammagot,-71.803333,41.349722
handywrist,-71.577778,41.168056
croutonwrack,-162.273056,60.866667
amuckpoints,-162.273056,60.866667
driftmvc,-162.273056,60.866667
privacyhaunt,-164.700833,60.471111
backedammeter,-165.087222,60.541389
craytugofwar,-165.271667,60.575556
gaudyfea,-161.5775,59.1175
analbar,-164.641111,60.939167
micaassistant,-77.98,9.2
mtvgrosbeak,-79.03,9.52
cobolglaucous,-78.36,8.06
fundingticket,-77.75,8.95
handywrist,-21.966667,70.485278
pleasinghoop,28.6063,49.2433
agenascientists,3.7097,51.0352
phobosstaccato,3.2172,51.1972
realtorcaustic,3.2172,51.1972
gnarledbaggy,139.6175,35.5075
xslhopeful,-0.556405,47.464714
barnevidence,-84.6369278,30.9715981
grabbig,-60.669167,50.257222
completionskylark,-61.265833,50.195833
burntrifle,-55.7875,53.47
behaveterminal,-119.2511944,39.4030278
bismuthcolloquial,-118.4134331,34.2593253
ellipticalfabricator,-120.1124444,36.9886111
gnarledbaggy,-115.7305671,43.1316111
ashamedmuscles,-117.609167,49.055556
pipetsrockers,-123.45,48.65
rubbishbladder,-85.047222,73.006389
heomicron,-106.614444,68.163889
translatecyclist,-88.776111,17.269444
opticsdiameter,-54.381111,4.283333
dotwazzack,-54.037222,3.6575
opticsdiameter,-54.034444,5.483056
snowdonevasive,-55.577778,3.898611
expecteffective,-55.4075,4.3754
paddlevacuole,86.998056,48.221111
burntrifle,-77.333333,8.616667
grabbig,31.742983,26.341189
epsiloncloning,-55.476111,-30.974444
binomialapathetic,-46.491111,-18.672778
coatprecious,-49.068333,-22.157778
wisefumbling,-51.05,-6.763056
easybobolink,-49.98,-8.033333
croutonwrack,-51.952222,-6.641389
meatsoffbeat,-56.4525,-21.247222
croutonwrack,-50.689444,-11.6325
apronextension,-50.939722,-26.788333
risottospell,-66.8975,-4.871389
dronessomersault,-65.355556,-4.884167
carrionscream,-69.879722,-6.639444
analbar,-52.052778,-27.180556
quadratcranky,-53.063333,-26.059167
opticsdiameter,-51.567222,-10.633611
showerspain,-83.5615972,34.1758638
driftmvc,-85.0274416,29.7276066
mincegaiters,-53.313611,-23.798611
gilletteclammy,-43.650278,-18.231944
gogglesknacker,-66.083333,-2.5325
meatsoffbeat,-68.918889,-3.465556
cranniescigarette,-63.072222,-7.532222
bismuthcolloquial,-65.033889,-0.416944
cheapersyllable,-55.836111,-1.714167
babyambitious,-38.998889,-15.355278
tyrespan,-5.441111,36.128889
namibianstabbing,-5.441111,36.128889
figsql,114.202,22.3177
dampedbrioche,114.202,22.3177
globeshameful,122.21222,-21.713057
mincegaiters,32.3014,36.2993
fizzclimbing,69.07813,33.921369
binomialapathetic,-81.3397222,29.95925
flakyunlawful,31.5,-24.8333
compareas,31.41,-24.84
heaterinert,31.41,-24.84
colonclipper,31.42,-24.815
buoyancycowardice,-82.8605664,31.4767385
micaassistant,-80.372638,27.497472
canalhateful,-77.0621,38.806346
bashrower,-71.0166453,41.8744017
actuallyfoot,-70.7287778,41.9090278
epsiloncloning,-71.4121389,41.5971389
tendonwench,-71.1967714,42.0001331
lymphomamellow,-71.1729444,42.1905278
axlevirtue,-72.715875,42.1579472
guavaconfide,-72.1802222,41.7440278
lickerbond,-74.2646444,41.5099884
sectionssqueaky,-76.8513611,40.2171389
tyrespan,-70.6721389,42.09825
cleaningburnt,-73.4821906,41.3715353
fizzclimbing,-71.5147778,42.78175
ytterbiumprovincial,-71.1234167,42.7171944
ellipticalfabricator,-73.13525,41.4785556
fundingticket,-71.7589722,42.5541111
impetuousfurbelows,-84.8850625,33.7565556
cuboidpass,-84.8487067,34.1231475
realtorcaustic,-85.6100833,34.0899167
singesculptor,-85.1586667,34.3507778
grabbig,-86.0890834,33.9726489
snowdonevasive,-83.8736667,35.9638333
rubbishbladder,-83.6674167,33.9828611
bracesworkable,-81.5971111,32.6452778
xslhopeful,-84.87025,34.7229444
burntrifle,-85.1522641,33.6316964
showerspain,-85.7213889,34.4736944
burritoscarriage,-85.0726111,33.0088611
unbalancedprotoplanet,-83.2414139,33.154225
radicandoceanic,-85.1464722,34.0186944
coatprecious,-84.8824444,32.8406944
upbeatodd,-84.5718333,33.35725
horsesmultiply,-83.8474472,33.6323083
gravelscientific,-83.8302233,34.272627
handywrist,-84.4221556,34.3122175
parallelconcerned,-86.1537778,30.7311111
neighborlyrook,-85.2903319,34.6884792
apronextension,-81.4199444,40.4701667
shrillbanjos,-79.8900608,34.4493845
nursingrash,-80.6974722,32.2243611
geologybeeping,-84.5265833,34.6282222
showerspain,-82.1734167,36.3712222
realtorcaustic,-85.6800278,32.4605722
bunchmeats,-82.0393808,33.4665028
wordsundress,-81.6115119,35.8202336
trapdoormongrel,-82.5663889,37.5617639
looroasting,-84.1651964,33.3656703
farrowcetti,-83.2963717,34.5928117
carrionscream,-2.1536,50.9672
bismuthcolloquial,34.584025,30.524819
earmarinated,34.584025,30.524819
neighborlyrook,34.584025,30.524819
binomialapathetic,34.584025,30.524819
colonclipper,34.23551,49.34261
xslhopeful,1.849308,50.967536
burntrifle,1.339747,51.126876
paddlevacuole,27.3975,8.77
apronextension,27.98,7.725
somethingalbedo,36.616667,14.3
hoovessquares,39.105,3.465
moderatohorn,-5.838056,30.330556
hoursethanoate,-11.047192,8.615308
strungebay,-12.383,7.767
burntrifle,114.166164,22.299204
deficientclunking,-82.3452778,28.0139772
historypant,87.53,65.46
axlevirtue,89.56,61.34
replacedbevy,-97.318889,32.987778
gilletteclammy,-88.3726111,42.7971667
earmarinated,82.9333,58.3333
casesslippery,117.759,32.4759
buoyancycowardice,126.790586,37.558311
blythpulse,47.520753,29.346742
wordsundress,140.404,-34.118
buoyancycowardice,138.425833,-30.598333
turnoverlovesick,126.583333,-26.128333
stylishmugs,117.216667,-31.622223
expecteffective,115.539722,-32.006667
loindecorate,128.115,-30.838056
